CatNo,LengthMax,LengthAxial,WidthMax,WidthBasal,WidthNeck,Thickness,DSA,PSA,WeightActual,Material,PointType1,PointType2,PointType3,Source,Site,Site_Upper,Area_Jennings,County,Exclude_LW
101-274,-40.5,-34.3,24.5,17.5,16.9,5.7,180,85,4.1,Obsidian,Pinto,Pinto,Pinto Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-302,42.4,39,17.8,-11,-7.7,4.2,170,100,2.3,Obsidian,Pinto,Pinto,Pinto Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-343,-29.2,-26.4,-20,-16,-10.2,4.5,170,110,2.2,Obsidian,Pinto,Pinto,Pinto Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-194,-33,-33,17,9.8,7.8,3.8,130,110,1.7,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-201,-27.2,-27.2,17,9.5,7.2,2.6,165,90,0.7,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-204,36.5,36.5,16.6,7.1,6.5,3.5,130,100,1.8,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-209,-31.5,-30,-18.5,-16.5,,4.4,180,145,1.3,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-257,-23.5,-21.5,18,12,8.1,3,150,120,0.5,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-303,31,31,20,-9.6,9.2,3.9,120,95,1.9,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-328,29.1,29.1,24.3,20.6,14.4,4.3,150,140,2.6,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-16,29,27.5,-27.5,-21,13,4.8,150,140,2.7,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-18,49.3,47.9,-27.8,14.9,10.6,4.6,120,110,4.3,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-21,-40,-37.8,26.6,17.6,13.1,4.3,140,120,4,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-66,-40,-38,22.5,-18,-12.6,5,180,130,2.7,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-96,-37.5,-36.8,-26,12,11.1,5.3,145,95,3.3,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-102,-42,-40,-24,-15,10.7,4.8,160,140,3.1,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-122,-30,-28,,16,9.5,4,,140,0.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-162,34.8,33.8,20.7,-13.1,7.8,4.5,150,150,2.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-264,-54.5,-52,27.4,23,15.1,5.9,170,145,6.4,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-307,33,31,,17.5,-12,3.3,,140,0.4,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-37,-39.3,-37,-26.3,15.3,13.1,4.8,,120,2.8,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-220,37.5,34.2,28.8,-20,13.4,5,175,130,3.7,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-259,-26.3,-23,,15.4,-11.1,2.6,,110,0.3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-175,-45.5,,28.6,,14.5,4.4,130,,3.7,Obsidian,Elko Series,Elko Series,Elko Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-36,-39.5,-38.8,18.2,16.4,8.7,5.2,180,165,3.6,Obsidian,Northern Side-Notched,Northern Side-notched,Large Side-notched,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-65,-45,-38.5,30,30,11.1,5,175,165,3.3,Obsidian,Northern Side-Notched,Northern Side-notched,Large Side-notched,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-140,40,38.3,25.6,25.6,9.2,4.9,160,170,3.8,Obsidian,Northern Side-Notched,Northern Side-notched,Large Side-notched,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-336,-28.8,-28.8,20.4,20.4,10.4,4.1,180,165,1.9,Obsidian,Northern Side-Notched,Northern Side-notched,Large Side-notched,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-205,-33.5,-32,13.5,-13.5,,4.5,,,3,Obsidian,Humboldt Concave Base-A,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-247,-56,-51,24,20,,5.9,,,7,Obsidian,Humboldt Concave Base-A,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-295,48,46.3,17.7,11,,5.6,,,3.4,Obsidian,Humboldt Concave Base-A,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-330,-36.5,-35.2,15.1,12.7,,5.5,,,2.9,Obsidian,Humboldt Concave Base-A,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-92,-29.5,-27,18,-18,,4.2,,,0.8,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-178,-35.5,-30.5,16.3,16.3,,4.2,,,1.5,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-263,-25.3,-23.3,12.6,12.6,,3.1,,,0.6,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-301,26.2,21.9,15.3,14.2,,3.5,,,1.6,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-322,38.5,34.9,16.6,14.3,,4.1,,,2.4,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-331,29.2,27.3,16.3,15,,3.6,,,1.8,Obsidian,Humboldt Concave Base-B,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-95,51.8,-46.3,-16.8,-16.8,,5.4,,,3.6,Obsidian,Humboldt Basal-Notched,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-133,-51,48.5,17,-17,,4.5,,,3.5,Obsidian,Humboldt Basal-Notched,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-324,48,45.7,14.3,14.3,,4,,,3.4,Obsidian,Humboldt Basal-Notched,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
101-335,41.5,38,21.3,21.3,,3.8,,,2.6,Obsidian,Humboldt Basal-Notched,Humboldt,Humboldt Series,Table S2.100. Silent Snake Springs.xlsx,26HU201,26HU201,Western,Humboldt,No
15-???,-23,-20,6,6,6.6,2.4,180,160,0.2,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-408,19,19,10,9.9,8,1.9,175,170,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-144,23,21.7,15.7,,,3,,,0.5,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-168,18,18,9,5,,3,,,0.4,CCS,Cottonwood Leaf shaped,Cottonwood,Desert Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-74,26.5,26.5,14,9.3,6,3,190,120,0.5,Agate,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-166,28.6,28.6,15,9.4,8,3.5,130,120,1.3,Agate,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-199,41.5,41.5,12,8,6.5,4,200,110,1.5,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-218,-29,-29,-15,8,6.5,3,120,110,1,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-305,25,25,14,6.5,-5.7,3.3,130,110,1.3,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-311,31.6,31.6,11.5,4,4,2.7,120,110,0.5,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-445,28.6,28,-15,8.6,7,2.6,170,115,1,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-462,28,28,21,9,9,3.7,130,100,1.3,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-519,-20,-19,10.5,7.2,5,2.9,210,120,0.5,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-564,-36,-36,17.4,6.5,6,3,130,110,1.5,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-695,-30,-30,13.2,8.2,7,3.6,140,105,,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-2,-42,-42,-28,12.6,11,6,140,110,5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-6,-68,-64,-37,-26,16,4.5,150,130,5.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-15,-56,-54,-24,-20,-15,5,160,,3.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-45,52.8,50.5,27.4,15.6,10.8,5.7,130,120,5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-61,43,39,22,22,16,4,130,125,3.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-93,46.7,46,25,20,13,5,165,145,4.3,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-236,28,28,-17,11,2.9,2.4,145,120,0.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-337,47.5,45.4,24.6,18.4,12,4.5,150,140,3.5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-341,42,39.8,21.9,15.9,13.2,5.5,170,140,4.6,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-348,-59,-57,23,20,12,5,170,130,4,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-405,52.7,50.6,27,15.4,10.9,5,130,120,5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-415,-60,-60,-21,-21,,5.4,190,140,2.2,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-430,-50,-50,-21,-21,,5,190,140,2,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-516,-56,-56,-36,-15,-11,4.9,150,130,5.1,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-559,32.4,30.3,-26,-16,9.6,3.7,135,130,1.7,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-589,26.4,25,-15,11,9.2,4.3,140,120,1,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-665,36.4,36.4,18.5,11.1,10.2,5.8,160,120,2.9,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-670,50,48,26.4,16.9,13,6,150,120,4.9,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-671,-46,-46,21,15.9,14.4,5.7,160,110,5,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-698,-37,-37,-23,-18,10,3.5,150,130,1.9,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-13,-48,-43,-26,18.2,11.9,5.5,150,120,3.2,CCS,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-53,-50,-45,-23,-22,-16,4.7,170,120,4.9,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-64,26.5,23.9,-22,,16,4,,,2.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-68,-43,-39,-31,-16,,4,150,130,3.9,CCS,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-73,-41,-38,-16,-11,,4,150,115,1.9,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-94,-50,-44,23,18,10.4,3.4,160,135,2.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-141,-30,-28,-20,10,9.1,3.2,130,110,1.1,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-196,-44,-41,-22,-14,11.2,5,150,130,3.3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-290,-38,-35,20.7,-16,,4,160,130,1.8,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-300,36.7,34,22,11,10.9,5.4,190,110,3.3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-301,-51,-46,-25,-13,-13,5,160,110,5,FGV,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-309,-40,-37,22.6,18.6,12.9,5,160,140,3.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-310,-46,-41,-28,-22,13.7,4.6,160,145,3.3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-347,-53,-49,24,12.9,11.4,4.6,190,110,3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-350,38.8,36,28,21,13,5.7,150,130,4.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-377,-45,-41.4,-30,23,14.7,4,130,140,3.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-379,24,21,-12,-12,7,2.9,180,130,0.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-386,50,45.6,-21,16,12.8,4.3,160,125,2.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-387,23.3,31,26.7,14.6,11.6,4,125,115,2.1,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-436,28,25,-26,19.7,12.9,3.7,170,130,2,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-448,-48,-45,25,19.3,14.4,4.3,190,140,3.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-451,-59,-54,-27,-21,,4,190,145,1.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-465,59.4,54.9,27.3,-21.8,15.3,4.2,170,140,5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-465,59.8,54.7,26.7,20.6,14.7,,170,130,4.9,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-514,40,35,23.8,-19,13,5,200,130,4,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-641,-58,-47,-32,24,12,3.6,150,135,3.2,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-675,-46,-40,-22,-22,,6.3,180,130,3.1,FGV,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-702,-40,-35,-24,-18,,5.6,170,120,2,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-703,-44,-38,-23,-21,11,4,200,110,3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-704,-40,-36,-30,-18,,5.3,150,130,2.5,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-706,-50,-46,-28,18.7,15,5.8,190,120,3,Obsidian,Elko Eared,Elko Eared,Elko Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-85,26.8,24.4,-23.4,-11,-11,5,150,90,2,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-95,-56,-54,-22,14,12,4.3,160,100,3.2,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-115,33,31,20,11,11,4,160,90,2,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-435,-47.8,-43.4,24,12.4,15,6,200,100,5.5,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-487,46.7,31.4,23.5,13,13,5,190,90,3,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-513,36.5,34,-22.5,,,5,170,70,4.5,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-632,36,31.5,-22,15,13,6,170,90,3.2,Obsidian,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-250,29,29,-19,7.3,8,3,120,80,1,Obsidian,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-642,-50,-46,24,18.7,18,6.8,210,100,5.3,Obsidian,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-700,-38,-38,15,6.8,6.8,3.2,160,70,1.3,Obsidian,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-52,-65,-62,23.8,22.7,,4.1,,,3.3,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-62,54,51.4,20,10.7,,5,,,3.9,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-299,48,44.6,15,-11.5,,5,,,4,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-414,34.6,30,17.6,,,3,,,1,CCS,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-547,28,23.7,-20,-20,,5,,,2.3,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-662,-48,-45,16,,,6,,,3.5,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-664,35,35,14.7,,,4,,,1.5,Quartz,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-693,-60,-54,22,22,,6.8,,,4.5,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-709,-50,-45,18.8,13,,6.7,,,4.8,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-711,-43,-37,18,12,,5.5,,,3.2,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-716,36.6,33.6,28.7,14.4,,5,,,4,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-717,-40,-34,-16,13.1,,5.9,,,2.4,Obsidian,Humboldt Series,Humboldt,Humboldt Series,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-125,-48,-45,22.9,22.9,9.9,5,195,170,4.1,Obsidian,Large Side-Notched,Large Side-notched,Large Side-notched,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-129,-60,-55,21.4,21,4,,160,170,1.5,Obsidian,Large Side-Notched,Large Side-notched,Large Side-notched,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-425,-48.9,-46.3,20.9,20.9,9,5,200,170,4,Obsidian,Large Side-Notched,Large Side-notched,Large Side-notched,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
15-423,56,55,18.5,15,,5,,,5.1,Obsidian,Great Basin Concave Base,Great Basin Concave Base,Great Basin Concave Base,Table S2.101. Smoky Creek Cave.xlsx,26HU46,26HU46,Western,Humboldt,No
